,Time for HR (s),HR (BPM),Avg HR (BPM)
628,481.648,78.94736842105358,74.43171763521467
629,482.408,80.64516129032569,74.31389731120883
630,483.152,80.64516129031952,74.1912606223994
631,483.896,79.78723404255217,74.0829014892725
632,484.648,78.12500000000283,74.02406065373268
633,485.416,75.75757575757288,74.0380636410366
634,486.208,73.52941176470821,74.03806364103659
635,487.024,69.44444444444638,74.14917475214764
636,487.888,68.80733944954017,74.31941971573426
637,488.76,72.11538461538517,74.48005055685567
638,489.592,75.75757575757288,74.55585407413892
639,490.384,77.31958762886494,74.55585407413892
640,491.16,78.12500000000283,74.47850258899047
641,491.928,78.12499999999704,74.39955522056927
642,492.696,75.00000000000426,74.25426895281205
643,493.496,73.5294117647031,74.08367341931324
644,494.312,72.81553398058144,73.93329747946386
645,495.136,71.42857142857356,73.90501693647741
646,495.976,70.09345794392569,74.01829929275034
647,496.832,72.81553398058144,74.19086566443163
648,497.656,74.99999999999893,74.34238081594694
649,498.456,73.52941176470821,74.50618097974709
650,499.272,73.5294117647031,74.67315686100868
651,500.088,75.00000000000426,74.75806252138595
652,500.888,71.42857142856872,74.68521869854209
653,501.728,71.42857142857356,74.52458785742067
654,502.568,72.81553398058144,74.37421191757116
655,503.392,73.5294117647031,74.16317785064315
656,504.208,72.81553398058647,73.96536896445929
657,505.032,72.81553398058144,73.79819571217962
658,505.856,72.81553398058144,73.66426714075114
659,506.68,74.99999999999893,73.5642099652222
660,507.48,77.31958762887061,73.5642099652223
661,508.256,78.12499999999704,73.64590931162742
662,509.024,77.31958762886494,73.74035075793068
663,509.8,75.75757575757832,73.75435374523471
664,510.592,74.25742574257492,73.69551290969478
665,511.4,74.9999999999936,73.59142884942518
666,512.2,74.25742574257492,73.4575002779967
667,513.008,72.11538461538517,73.35131095760829
668,513.84,71.4285714285784,73.30762163721994
669,514.68,72.11538461538517,73.26560483049724
670,515.512,75.75757575757288,73.27988238617968
671,516.304,74.9999999999936,73.35131095760829
672,517.104,75.75757575758377,73.5798765813385
673,517.896,75.75757575757288,73.79023256839348
674,518.688,76.53061224489876,73.97562582682049
675,519.472,74.9999999999936,74.17170425819293
676,520.272,72.11538461538517,74.29686070375004
677,521.104,70.09345794392569,74.35936070374989
678,521.96,71.4285714285784,74.47718102775592
679,522.8,70.09345794392569,74.54860959918432
680,523.656,70.75471698112624,74.56288715486696
681,524.504,71.42857142856872,74.56288715486694
682,525.344,71.4285714285784,74.53514790382661
683,526.184,70.75471698112624,74.52114491652269
684,527.032,73.52941176471334,74.50714192921875
685,527.848,73.5294117647031,74.4090110880973
686,528.664,73.5294117647031,74.26448849439839
687,529.48,72.81553398058647,74.07813528338934
688,530.304,72.81553398057642,73.87102924509765
689,531.128,72.11538461538517,73.71951409358246
690,531.96,71.4285714285784,73.67667327103867
691,532.8,72.81553398057642,73.60524469961017
692,533.624,72.81553398058647,73.56240387706637
693,534.448,71.42857142856872,73.60524469961017
694,535.288,73.5294117647031,73.63298395065033
695,536.104,75.00000000000426,73.57956514723146
696,536.904,81.52173913043589,73.46628279095852
697,537.64,83.33333333333017,73.39485421953003
698,538.36,84.2696629213496,73.26859159326736
699,539.072,83.33333333333017,73.12958686710662
700,539.792,79.78723404255821,73.00084378108716
701,540.544,78.12499999999704,72.87699057007818
702,541.312,77.31958762887061,72.83655203664898
703,542.088,74.9999999999936,72.836552036649
704,542.888,73.52941176471334,72.82307494769995
705,543.704,73.5294117647031,72.83630012844414
706,544.52,71.42857142856872,72.83630012844432
707,545.36,72.11538461538517,72.89287721472445
708,546.192,72.11538461538517,72.96430578615276
709,547.024,70.09345794392569,73.03435996138174
710,547.88,70.09345794392569,73.04892024093897
711,548.736,68.80733944954466,73.04892024093895
712,549.608,66.96428571428035,73.0634805204964
713,550.504,68.18181818181853,73.13778208578265
714,551.384,72.11538461538517,73.1814714061712
715,552.216,71.42857142856872,73.20975194915756
716,553.056,72.11538461538517,73.18304967946452
717,553.888,74.25742574257492,73.14183333947568
718,554.696,72.81553398058647,73.12783035217167
719,555.52,69.44444444444181,73.14156661590779
720,556.384,70.09345794392569,73.12728906022546
721,557.24,71.42857142856872,73.14244057537684
722,558.08,69.44444444445095,72.96831647237985
723,558.944,68.80733944953569,72.77223804100731
724,559.816,70.09345794392569,72.54315546219205
725,560.672,68.80733944954466,72.31879648783315
726,561.544,70.09345794392569,72.1381461466045
727,562.4,70.09345794392569,72.01795383891228
728,563.256,70.75471698112624,71.94215032162913
729,564.104,70.75471698113572,71.92729883648074
730,564.952,70.75471698113572,71.913021280798
731,565.8,74.25742574257492,71.94243304550403
732,566.608,74.9999999999936,71.97017229654418
733,567.408,74.25742574257492,71.9429589438592
734,568.216,74.25742574257492,71.97123948684555
735,569.024,73.5294117647031,71.97123948684558
736,569.84,74.25742574257492,71.98446466758976
737,570.648,76.53061224489876,72.05062557090658
738,571.432,75.00000000000426,72.15364754892866
739,572.232,73.5294117647031,72.24632186490383
740,573.048,70.09345794392569,72.33462641749409
741,573.904,70.75471698113572,72.48500235734379
742,574.752,72.11538461538517,72.67312944764481
743,575.584,72.11538461537532,72.85464759945991
744,576.416,72.81553398058647,73.01124014565482
745,577.24,75.75757575757288,73.18485125676592
746,578.032,72.81553398058647,73.26813061273891
747,578.856,73.5294117647031,73.29586986377906
748,579.672,72.81553398058647,73.28312776388094
749,580.496,72.11538461538517,73.36329165450195
750,581.328,70.75471698112624,73.40373018793115
751,582.176,72.11538461538517,73.44267773856278
752,583.008,73.52941176471334,73.48311627199196
753,583.824,74.25742574257492,73.55183534840772
754,584.632,72.81553398057642,73.6218895236367
755,585.456,75.00000000000426,73.6631058636255
756,586.256,72.81553398057642,73.74801152400288
757,587.08,70.75471698113572,73.71917368876291
758,587.928,73.5294117647031,73.63426802838575
759,588.744,70.09345794392569,73.61970774882832
760,589.6,70.75471698113572,73.53642839285534
761,590.448,72.11538461538517,73.48093449718398
762,591.28,72.11538461538517,73.43809367464019
763,592.112,72.81553398057642,73.34978912204991
764,592.936,76.53061224489876,73.30609980166136
765,593.72,78.94736842105358,73.36612381126527
766,594.48,81.52173913043589,73.54320202080783
767,595.216,83.33333333333017,73.75854246379383
768,595.936,80.64516129033184,73.98290143815274
769,596.68,78.12499999999704,74.15349697165188
770,597.448,74.25742574257492,74.25968629204007
771,598.256,72.81553398057642,74.22968329174012
772,599.08,68.80733944954466,74.22968329173992
